text,Optimistic,Pessimistic,Sad,Surprise
مؤخرا أمارس لعبة مع نفسي أمسك قران أو كتاب و أفتح بعشوائية و أقول أول صفحة تطلع ببحث فيها برسالة موجهة لي وتناسبني بمرحلتي الآن #بهجة,1,0,0,0
هه بالله الخيانة صارت نزوات اذا كذا انت مو ضد خيانة المرأة بأعتبارها نزوة بعد,0,1,0,0
ماتدرون سعد رضا ولا بعده زعلان طيب الحين ليه مانادوني ارقص معهم 💔,0,0,1,0
"بأروح عند جدتي بعد شوي , وعندها خبر إني تخرجت وما أدري إش بتسوي ههه , أخاف تبكي فأحزن :( 💖💖",1,0,1,0
@ZenaALObede اي زينة المسلسل قوي اذا متتحملين لا تشوفيه احسن مشاهد قوية وكل شيء بيها تحسين بغضب، بقرف، بحزن،... \nتتخبلين من هيجي شيء,0,0,1,0
في #غيابك احتفظ بالجرح وباقي الذكريات اشياء تصنع لي من #احزاني فرح #بنت_ذوق,0,0,1,0
معاك احس الرضا محتويني ليتني من بدايات عمري عرفتك .,1,0,0,0
دكتور \nخير ياباشا تحت أمرك \nده بيدلع يادكتور\nأنا بحس فى ايدى بتنميل وأنا بحركها والسبابة مبعرفش احركه \nايه حصلك 😱 \nأبدا الحمار عضنى فيها😂😂,0,1,0,0
اللهم إنا نسألك في آخر جمعة من شعبان ان تشفي كل مريض وترحم كل ميت وان تشرح صدورنا وتيسر امورنا وان تجعل يوم الجمعة فرج لكل صابر,1,0,0,0
اذا هبت رياحك فأغتنمها فأن لكل عاصفة سكون,1,0,0,0
مسوين منتو زعلانين على الرابع لا انا زعلان كان الفيصلي والفنح في متناول اليد وبكل بساطه تقوم (تتعادل بغباء وتخسر باستهتار) شئ يقهر #الاتحاد,0,0,1,0
بعمق الوجع توشحت السواد بعمق الألم توسدت التراب وأي صبر أنت يا صبر وأنا أعلن الحداد,0,1,1,0
و سيشهد التاريخ ان اي مصيبه ف العالم بيتحملها الإنقلاب ف مصر 😃\nالانقلاب شال فوق طاقته يرضي مين,0,1,0,0
@Latifasayyar انا اللي يحب حبيبه ويصونه وقت جوعه 😊,1,0,0,0
كيف كنا وكيف صرنا وكيف كان الوقت حلو بكلامنا وكيف الحين صار يضجر كلامنا.,0,1,1,0
بتنام بدري ع اكونت وتسهر لوحدها ع اكونت تاني وده قمة اللهو والمجد ميكس كده مع بعضه ظريف 🚶,0,1,0,0
تفجير ف كنائس وقتل ف ابرئ كل هذا تحت مسمي الاسلام تخريب مش ترهيب جاهل ياسيدي العزيز انت فيم يحدث ام ماذا ام انتم اقوال فقط وخطب,0,0,1,0
@HadeerAmin  ههه مخدر القنب الهندي شائع جدا في تونس  و يبعث على النشوة و ينسيك انو بلحة رئيسك مثلا ..,0,0,1,0
حلمه قد اصبح كابوس,0,1,1,0
لا ترضى بنصف #حب ولا بنصف #فراق ، اما كل شي او لا شي على الاطلاق .,0,1,1,0
والله شي محزن يارب ترحم من مات منهم وساعد وعاون من تعاني منهم يارب يارب 💔 #كابوس_حوادث_المعلمات,0,0,1,0
النشوة الكفرية اللي تجيك وتروح تعتقد إنها ببلاش 😅 (ولكن من شرح بالكفر صدرا فعليهم #غضب من الله) #عقلانيون,0,0,1,0
@KSA @LuayPrince هه هه بطلوا دراما جيبوا دليل يثبت برائتها اصلن الفديوا مدينها كيف تقول مذعوره وتقول بتوب على يدك حمير عندك امك احنا؟؟,0,1,0,0
#قناعة حياتك من صنع أفكارك سعادة الإنسان أو شقاوته أو قلقه أو سكينته تنبع من نفسه وحدها ☕,1,0,0,0
اليوفي مهزوم هزيمة ثقيلة و انا مكتئب,0,1,1,0
سعد الدين وش هالخبث 😮😮 !!,0,0,0,1
يوم أحببتك تمنيت لو متُّ قبل أن نلتقي خشية أن نفترق\nوحين افترقنا أدركت بإمكان المرء أن يموت أكثر من مرة \nعندها ما أخاف الموت صار الحبّ خوفي,0,0,1,0
@3bo9x1 قد ايش حماسي دا الفيلم😍❤❤.,1,0,0,1
شعور اني مزعله شخص قريب من قلبي شعور كلب جدا يارب لا تخليني حسره بقلب احد 😪 💙,0,0,1,0
@iDhv_ ودي اعرف وش اللي يضحك بالضبط ؟ 😭😭,0,1,1,1
#بهجة_أمل \n١٢٥.تصفحت رسوماتي القديمة و شفت الفرررق و التطور واضح بينها وبين الجديدة *أنا سعييييدة جدا*😍😄💕نفس بالضبط لما الانسان يشتغل ع نفسه,1,0,0,0
الله لا يجعلكم تجربون وجع القلب،قد ايش يهلكّ.,0,0,1,0
١٣- مر سنتين وللحين يجيني نوبات هلع من بعد ما احترق البيت وأنا داخله,0,0,1,0
إشتقت لأيام مدرسة #زعبيل وأيام المراهقة😗💃تخرجت 2008 يعني من 9 سنوات😳😟 كنه امس.كان همنا الدرجات بس كبرنا و كبرت همومنا معانا . انا #دراما 😅,0,0,1,0
اتمنى من الهلاليين ان يفرحو ببطولتهم دون الاساءه للاخرين معا لنعيد الدروس الهلاليه في طريقة الافراح الملكية المميزه 💙 💙,1,0,0,0
#بنقول وقولنا وحانقول وقت الهمبكه خلاص خلص ومافيش ضغط باسلوب 2011 تاني خلاص كل واحد حاياخد قراره ويتحمل مسئولياته من غير خوف طالما صح,1,0,0,0
#هدير_وبيبو_وفولورز_HBD كل سنه وانتي طيبه يادودو وبعوده الايام تفرحي وتتهني وب عيدك نغني ونضربلك سلام 😂 😂,1,0,0,0
#رفض_علاج_هدا_العنزي ياربي لين متى اهمال الصحه,0,0,1,0
بس احنا ولاد ناس لما بنزعل مش بنجرح في حد بنسكت ونحتسب,0,0,1,0
#احتاج_ها_الوقت\nكريب لوتس ونوتلا☹️❤️,0,0,1,0
وش هالكآبة بالاتراك الله ياخذهم كل نهايتهم حزن وبكبكا,0,0,1,0
روحت من الشغل ومزلت واعى لعند توا \n#قلق بكل الاشياء الى بداخلى تتصارع وصوتها عالى ومش قادر نرقد \nشكلى حنولع السيارة ونبرم,0,1,1,0
مفيش دقيقة بتعدي من غير ضحك هموت 😂 😂,1,0,0,0
صباح الفٌل، بعد حديثك عن أزهار الفٌل، مررتٌ على مشتل و سألته عنها، بعد رؤيتها زاد حنيني لك و روحي تغير حالها و صار الصمت يغلب علي.,1,0,0,0
الواحد محتاج يبعد عن الناس اللي بيشوفهم شويه \n#عزله,0,1,1,0
عن التنهيدة اللي بعد وجع مثلا 💔,0,0,1,0
الغريبه تحس ان الإرهابي شغال طول الاسبوع وبيقضي الويك اند تفجيرات 😀,0,1,1,0
#إهمال_المدارس_الثانويه_في_تأخير_الملفات يعني مدري وش بيستفيدون اذا اخروها !! ترى ورانا تسجيل جامعه مو فاضين احنا,0,1,0,0
محتاج اكلم واحدة تحنن عليا حزني فالموبيل 😂,0,0,1,0
عفوا فيروز الغضب الساطع بجياد الرهبة لم يأت بعد مازلنا نفتقد الفرسان في زمن الخيبة والخذلان #اضراب_الكرامة,0,0,1,0
مش قادر استحمل اكتر من قده 😤😤,0,1,1,0
بكرة بيخلص هالكابوس والله,1,0,1,0
أعتقد أنني أحتاج لمكان هادئ وبعيد جدا عن ضجيج الحياة حيث أن صراخي لا يسمع أبدا,0,0,1,0
#متجر_قهوه_مجيد\nماشاء الله \nالله يزيدك ويبارك لك في رزقك\nتستاهل كل خير...\n\nمدري ليش كل م اشوفك تتوسع بتجارتك آحس بسعاده كبيره 😀,1,0,0,0
احس بسعادة موب طبيعيه لما قلت لناسس الحلوه اللطيفه اللي بحياتي شعوري تجاههم❤️❤️❤️.,1,0,0,0
مش كل الضحك انبساط ممكن يبقي ضحك من كتر الوجع .,0,1,1,0
#رمضان_كريم يارب شهر الخير اقبل بالافراح لا تحرم اللي يرتجي منك غفران انزل علينا رحمة منك نرتاح نرفع يدينا نرتجي منك رضوان #لخبطة,1,0,0,0
"#أتفنن في إخفاء ؛ #حزني وتمثيل السعادة لأقتل نفسي صمتا """,0,0,1,0
أمنية قلبي الوحيدة أن لا يريني الله بك حزن ولا يريني بك بعد فلا سعاده تأتي بدونك,1,0,0,0
اي حلو وانت مرعب العالم حاط السكين على يمينك 😨 😨 الله يكفينا شرك اللي ما يرسل شيء حلو دغدغه بها 😆 😆,0,0,1,0
ياويلي حلقة حب اعمى نزلت دموعي اللي حابستها من سنه صيحتني صياح مب طبيعي 💔,0,0,1,0
- عيد سعيد ياا اجمل اعيادي ☺❤,1,0,0,0
حروف كلماتك تجرحني وانت ما تحس 💔 #قسوة #ضيقة #حزن #دمعة,0,1,1,0
هو اللى بيغيرلى مودى دايما 🙈 بيدينى جرعة تفاؤل وانشكاح للحياة 😊 💙 انا مش عارفه من غيره كنت هعيش ازاى 👀 💔 تويتة في عشق #البطيخ 😍 🍉,1,0,0,0
41 مباراة بدون #هزيمة والواحد مش عارف يستحمل من حرقة الدم بسبب خسارة ماتش q امال الناس اللي بتخسر بال5 ماتشات ورا بعض دول عايشين ازاي,0,1,0,0
هذا سؤالي ابي اعرف وش صار عليهم واذا شوق تعالجت ولالا 💔,0,0,1,0
حين أفكر بفراقنا المحتوم يبكي البكاء طويلا ويشهق بالحسرة بالحسرة #الله_يعز_الوطن_ويعز_حكامه,0,0,1,0
@Bent_Marzouq @Estabraq02 لازم ايقافهم عند حدهم😠نواب أمه ماينشد فيهم الظهر,0,0,1,0
عزيزي علي سالم البيض في هذه الليله المباركه من شهر رمضان اتمنى ان ينالك ولو قسط من معاناة شعب الجنوب والتي انت سببها الاول الله لاسامحك,0,1,1,0
يوووه ي التوتر و اللعب في الاعصاب .. ما بغا يجي الهدف 😪💔,0,0,1,0
كلمة آسف هادي الكلمة من صفات الطيبين ليش ما بتسامحوا ليش إهانة الشخص الي اعتذر منكم احترموا اعتذاره 💔,0,0,1,0
سكون الطمأنينة سعادة 💜,1,0,0,0
#اسامه_فقيه_بالمعزب السعادة ليست حلما ولا وهما بل هي تفاؤل وحسن ظن بالله وصبر بغير استعجال,1,0,0,0
#السعاده مرتبطه ب #الايمان ايمانك بان الله خلقك وهو يرى الخير لك فلن تجد #سعاده بعيد عنه امن فقط وهو سوف يرعاك فما اجمل الحياه قرب الله,1,0,0,0
#ساعه_استجابه يارب اجعلني راضي بنصيبي في كل شيء في حزني وسعادتي وامنحني طمأنينة تجعلني ارضى بأقدار كتبتها لي 💜 ✨,1,0,0,0
قمت من النوم احس بسعادة مدري وش صاير بس كذا فجاه,1,0,0,0
قلبي يحب اهل النفوس الخفيفه \nاللي بهم عن جاير الوقت تخفيف \nاللي ليا جيتهم وهموم قلبي كليفه \nخلوني اسج عن جميع المواليف,1,0,0,0
#إعلان #500500 يستحق جايزة اجمل اعلان لعام 2017 #بهجه #تفاؤل #لحن #إخراج عمل متكامل ويشجعك فعلا علي المساهمه في الخير ده #برافوو 👏 👏,1,0,0,0
لا تزيد تنكد عليهم مساكين اللي جاهم كفايه مأجزين قبل الابتدائيه الله يجيرنا,0,1,1,0
- هو إنت على طول #مكتئب كده ليه 😃 = إنت حبيت قبل كده 🤚 💔 😔,0,1,1,0
#هدوء #عمرو دياب #مزاج ❤️❤️❤️❤️❤️,1,0,0,0
#خفيف_لطيف انشاء الله دا اليوم يكون عليكم خفيف لطيف 🙏 🏽,1,0,0,0
أرهب لحظه عندي وممكن تريحني حالة الوصول إلى إتفاق أحس كذا شعور الحريه 🌚,1,0,0,0
@HussainAlrayes والله يرحم الي تسببت بالحادث \nبنت شابه قطعت الاشاره الحمراء \nوصار الي صار \nحادث مروع \nيارب لطفك 🌹,0,0,1,0
"@Juzaf_gobelz .\n\n"" انا كنت اسمعهم بالافلام المصرية يقولون :\n.\n ( وشك يقطع الخميره من البيت) \n.\nالحين عرفت معناها"" 😘",0,1,0,0
هاذا حظي من على الدنيا وعيت \nكلما اضوي شمعه بدربي انطفت \nمن جميع الناس ياربي وفيت \nليه بس الدمعة هي اللي معي وفت ؟!,0,1,1,0
كما انني اتمنى لو ان تتاح لي الفرصة بالدبلجة لقنوات الرسوم المتحركة لذا لا افهم هل اعتبر ما قلته لي اهانة مثلا 🙃 😂,0,0,0,1
الوجع الحقيقي هو الذي يفضحك من صوتك من غصة الوجع بصدرك وتشتهي أن تبكي طويلا لعلك تنسى 💔,0,0,1,0
نشعر بامتعاض وخيبة أمل من تصرفات مراهقين سياسيين مثل حكام السعودية والامارات والبحرين وغيرهم من المقاطعين,0,0,1,0
بجد المسلسل حلو اووي كل الحلقات هايلة وتموت من الضحك #سلطان-#بهجت 😍 😍 fahmy,1,0,0,0
ينتابني خوف واحساس غريب عند مشاهدتي لصورهم القديمة اشعر بصوت ضحكاتهم يخرج الى المدى يرفرف يملاء المكان اشعر بالفزع اين ذهبو,0,0,1,0
شاكس وعش روح الدعابة والمرح مازح واترك عنك التضجر والترح وابتسم فوجهك حين يشرق باسما تحلو الحياة ويملأ القلب الفرح,1,0,0,0
@Almalsouna malfaresأتمنى تاخذ جولة في ممر إنهاء الخدمات لتسمع مدى تذمر المراجعين من ضياع الأوراق وغياب الموظفات.وكل يوم راجع بكره شيء محزن,0,0,1,0
يعني عشان ابويا يخرج مورينا السواد ولسه مخرجش\nربنا يقتل الفرحه ف قلوب الظلمه وينتقم منهم يارب☝\nحسبي الله ونعم الوكيل,0,0,1,0
يا اخي متى يخلص شهر ٧ العن خيره بطئ وكله بلاوي 😤,0,1,0,0
#اليوفي صار سوق الجمعه لاندية اوروبا😡\nكل نجوم الفريق تحت مجهر الانتقالات,0,1,1,0
أحب رفقتك الي تمليني فرح دايما يا عسى ربي بالفرح يديمك ربي يحفظك 😢 💜 ❤️ يسلموو ياغناتي ماانحرم منك يارب,1,0,0,0
وكأن الرافعي يصف حالي 😆 عندما قال : فوالله إن الحب خير محاسني** ووالله إن الحب شر عيوبي - يشعر بالحماسة,1,1,0,0
⚽ 🏃 ⚽ #متحمس كتير #مدريدي لا تكلمني 💪 #يارب_نفووز 😎 ☺ #حماسة,1,0,0,0
@mshinqiti دي سقطه اخلاقية  جديد ي دكتور ... وقطر بكل كوادرها من داخلها و خارجها اصبحت تخيف المرتجفين و ابذين هم علي الباطل,0,1,0,0
ده انت الأمل في العيون.. و النشوة ساعة الجنون❤,1,0,0,0
"هاي مش فكاهة مهو نقد سياسي 😂 انت هناك منزل اشي ضمن كاتيجوري الفكاهة "" عأساس "" 🙊 🙊",0,0,0,1
لم اعرفك ياحزنية ولكن وجهك وجمود دموعك في مقلتيك أثار شجني واغمضت عيني على صورتك وانا اردد ربي النسيان لماألمى بها 💔,0,0,1,0
ميهمش اصل ساعت #الضيق\n\n#بتعرفك مين بايعك ومين شاريك😗😗,0,0,1,0
@badralotiby1 شفت انكم مدلعين مو وجه دراسة حتى ؟ ما تعرف الفرق بين السخرية والوصف,0,1,0,0
ايمتى باقي الناس حتستوعب انو 😊 no longer بعبر عن ابتسامة؛ إنما كمية نرفزة أكتر من 😡,0,1,1,0
#يستفزني عندما أشاهد لقاء لرجل أعمال سعودي (ملياردير) ويقول: ان بدأت من الصفر واعتمدت على نفسي ودي يقول لنا كم كذب وكم سرق وكم زور وكم,0,1,0,0
#الحياة مليئة بالحجارة👌فلا تتعثر بها✋😌بل إجمعها و فجخ بيها لي #يقلقك😒👊 باه يبرد #قلبك😍,1,0,0,0
أنا معك #حزني يضيع أنا معك كلي #رضى ❤️,1,0,0,0
إلىٰ متىٰ الألم يغلب على الفرح,0,1,1,0
#بهجة_أمل ٤٧ صديقة أختي الصغيرة تجيب السعادة و الله هه كيوت 💕 💕 🙈,1,0,0,0
في ٣-٤-٣ ماله مكان + مستواه نازل + كل لاعب ما يرضى بالإحتياط لذلك التذمر شيء متوقع,0,0,1,0
لا لا لا ليس خوفا من الموت وإنما من شتم والسب واتهام الأعراض من هذا خوفنا والله,0,0,1,0
كوني كما تكوني دائما عفوية مرحة شقية طائشه محبة للحياة متأنقة ذكية قوية لا شيء يهزمك كوني أقوى مما يظن الجميع وأقوى مما تظننين 👌 #فرحه 💖,1,0,0,0
@3alyoum ياجماعه هذا مسوي عصابه لا تقل خطوره من داعش ! ايشششششش قااااعد يصير بالدنياااا,0,0,1,0
انت حد كويس ياض 😃\nقالك الدنيا مش كده 😏\nEmad A. Adel,1,1,0,0
٤-على عصبيتي الا اني حنونه اذا عصبت على احد وبكى قدامي احزن واضمه:(\nواحب الاطفال مرا بس مو الكل طبعا,1,0,1,0
و انا راجعة لقيت الازالة موجودة و بتشيل كل القعدات و الكلام ده و الشارع فضى و حاسة ان الدنيا مش سيبالي اي خرم ابتهاج بجد,0,1,1,0
@Dionycius @Abeer_alnasser خالص العزاء والمواساة\nرحمها الله ،، وجعلها آخر أحزانكم,0,0,1,0
أذكرني بخير إذا قارنت يوما بيني وبينها وأرعبك الفرق بين حجمك لدي ولديها وأدركت ضخامة قسوة الزمان بفقدك لمثلي,0,1,1,0
خوفي يوم من الايام انا اصيرلك عديم احساس 💔,0,1,1,0
حسرة في قلبي لا توصف للاسف,0,0,1,0
شكراً لِك لأنك من بعد مارحلت\nعلمتني إكون هالشخصّ بالقوة هذي وبالقسوة هذي.,0,1,1,0
الله أنا إذا زعلت ولا صرت غضبانه أنام يمكن 😭 ✋,0,1,1,0
كانت عيناه تعكسان هدوء السماء و كان قلبي أنا مكدرا مثل الجحيم,0,0,1,0
كن شاكرا ما دمت حيا واعلم بأن الدنيا أيام تدوروقل دائماالحمد لله تعش دائما في سرور اللهم اجعلنا شاكرين لنعمك راضين بقضائك متلذذين بذكرك,1,0,0,0
@e2osama @ihalarady نسيت نفسي ايه ياعم انا مش لاقي كلبه اسكت 😂😂\nالساعة ١٢ ومص يا بيبي وي توقيت مصر حاليا عادي 😍,0,1,1,0
أسبوع كامل بروح من الشغل الكهرباء قاطعة\nاليوم برضه كانت قاطعة\nالجديد أنها جت وأنا ع باب البيت،\nويا فرحة ما تمت قطعت بعد نص ساعة\n#غزة_للمجهول,0,1,1,1
استياء شديد من الموطنين وغضب حارق بسبب عدم توزيع السيوله في مصارف مناطق الواحات ينذر بحدوث كارثه #كان_الله_في_عون_المحتاجين 😢 😢,0,0,1,0
في كل رمضان يتضاعف الحنين إلى من في القبور #تعيس,0,0,1,0
#بواب_العماره_باعها يا حزن الحزن,0,1,1,0
#غرد_بدعاء_مع_فوضة_مشاعر ربي أنت الوحيد الذي تعطي ولا تمن بعطائك انت الكريم ربي رجوتك فرحة تسر بها خواطرنا 💓,1,0,0,0
ياعيد طلتك علينابها الهم ينزاح ويفرح بزولك كل طفلأ صغيري مايحمل من الدنيا سوى ضحك ومزاح وماهمه بالدنيا سوى الثوب الجديد #شور -بيت 18,1,0,0,0
كنا عم نستنا شغلات أحسن من هيك بعد كل هالموت والتدمير والتهجير و #التعب\nياحيف بس,0,1,1,0
المحاولات البائسة مقطوعة الأمل ، بس هيك عبثاً تحاول ، ماتدري أنت خبل ولا أنت بجنون تحبه .,0,1,1,0
كلنا نصوم #رمضان حركات تزعل وتتنرفز بحجة انك صايم وتعبان تكفى لاتصوم لان رمضان شهر للتقوى مو للعصبيه والزعل.\n#رمضان_كريم \n#Ramadan,0,0,1,0
والله حنا شعب عظيم خفة الدم موجودة بكل أفراد المجتمع حتى المشايخ  😂❤,1,0,0,0
أن تحب شيئا بالقدر الذي يشعرك بامتلاك سعادة الدنيا ثم يختفي أو ينتهي أو يزول؛ فإن ذلك جد #محبط,0,1,1,0
"انا وشلون أحب إنسان غيرك لـوّ غيابك طال \nوانا للحين أضمّك في دعائي "" دمعة و آمين "" !",0,0,1,0
@YM06_ ليش يا بوفيصل شالي مكدرك ؟,0,0,1,0
٩/١١ ذكرى رحيلك ثمان سنوات ولازالت رائحتك عالقه في خاصرةايامي هيبة العزاء دموع اخواتي والم الفقد ونظرةالشتات وحزن وارتعاش نبضي 💔 امي رحمك الله,0,0,1,0
وأرجع وأقول ننسى كل الكلام ده إلي بقوله أنا أو غيري ونشوف الصورة بشكل اشمل وأوسع بعيدا عن ضغط الخوف خصوصا بالخليج الذي يعيش حالة هلع وزعر,1,0,0,0
يخونك كل خوفي عليك لو انت فاكرني هشمت فيك ومش هسأل كمان مالك دا انا لو حد جرح فيك بحس الجرح انا قبليك واقول يارتني انا بدالك ❣,0,1,1,0
مانا لو محستش ان بيتي مقبرة مش هروح \nولا عايزاني أنتحر بره 😂😂\n#بهجت \n#ريح_المدام 2017\n@AkramHosny !,0,1,0,0
@nig#mond @RM4Arab لا عيني احنا هسه ميتين من الخوف لا لا لا وألف لا لا تخوفنا,0,1,0,0
#الف_مبروك_800k_توام_سعادتنا\nاللهم اجعل ايام تؤامنا كلها بخير وسعاده وبأفضل حال شاهدين لكم لا عليكم تستاهلون وحنا معكم للملايين بأذن الله,1,0,0,0
لأول مره اعيش رهبة خوف حزن واقعي انكسار ما ينجبر فقدان اعز ما عندي دموع امي و ابوي و اخواني يارب الطف بقلب كل فاقد,0,0,1,0
من كثر ما شهدت الخبر أنصدمت #غلطة_سراي يريد التعاقد مع #دانيلو و #ماثيو أستر يا ستار على اليمين و علئ اليسار راح يتغير الأسم الئ #غلطة_العمر,0,0,0,1
الأنثى التي بكت ب حرارة ذات يوم لن تبقى جبانة للأبد : ),1,0,1,0
الموضوع الاى احنا بنهرى فيه و نتخانق عليه انهاردة مثير للدهشة والاشمئزاز و الاحتقار و القئ كمان..بناقش ارضنا بتاعتنا و لا لأ ..هزلت,0,0,0,1
هيك يعني لجماعة#صباح_الخير جريمة مروعة في جناتا أب يقتل ابنته وزوجته ثم يطلق النار على نفسه بس هيك,0,0,1,0
تراجع غريب ارتباك غريب انت افضل في الشوط الاول فلماذا هذا التراجع والارتباك,0,1,1,1
إنني أتغير بطريقة مخيفة أقلل من عدد أصدقائي وأواجه حزني بكل برود ✨,0,0,1,0
هه يا زينه ابتسامة رضا و سعادة نابعة من القلب 😂 😍,1,0,0,0
لعل ابي مُخلد في الجنه لعلهُ مسروراً بلقى الرحمن,1,0,1,0
لم نعد نخاف من #الموت فالحياة أصبحت #أرعب من الموت يسعد صباحكوو 🤐 - يشعر باليأس,0,1,0,0
مرهق يا أمي و مذعور أيضا,0,0,1,0
@mn_20s @AmalAmoolah1420 @hindoooamro @samsang917 @abodi_0551 الله يسعدك ويشافيك ويعافيك ويجعلها آخر الاوجاع ياااا رب💐,1,0,0,0
مبقتشي خايف من الفاينال رهبة الامتحان اللي كانت ملازمني عند اي امتحان هي اللي كانت بتخليني اذاكر والرهبة دي راحت ودي مش حاجه كويسه خالص,0,1,0,0
ثم #ضاقت فجأه بيگ ،، ثم #ربگ مش ناسيگ ،، ثم #فرحة فـ الطريق ،، ثم #تفرج بعد ضيق 😍✋🌸,1,0,0,0
@Athoug#_ @DMohammed_ ليش أدفع فلوس عشان أتوتر و كل شوي أنقز,0,1,0,0
كل سنه وانت طيب يا ابو موزوو ياسبب فرحتنا وانشكاحنا دايما دمت نعمه علينا 😍 😍 #يونس_والمعلمين_بيعيدوا,1,0,0,0
شعور الانتصار ✌ 🏼 ️ 💪 🏼,1,0,0,0
اذا مر عليكم موقف كريه كيف تحاولون تنسونه وبالمقابل هو اكبر مخاوفكم 💔 😓,0,0,1,0
#انتقام_السلاطين خلااص حتى في تويتر مسويين ازعاج بلعبتكم السخيفة 😤,0,1,0,0
كان باستطاعتك أن تداري سوء مزاجي ونبرة الهلع في صوتي وال لست على ما يرام المختبئة خلف بخير كان بإمكانك فهم تناقضاتي لكنك لا تريد فضيعتني,0,0,1,0
الم يان لاسيادنا الباشوات في الوزارة السيادية ان يتقوا الله في دماء اطفال واجنة ونساء ورجال عبيد احسانهم المصريين الم يان لهم وقف الطغيان,0,0,1,0
@H_More_F والله كآبه غير طبيعيه بعدين عطني حل معقول ماطلع معك الا انتحر 😂,0,1,1,0
ايش اجاوب وانتي داري عارف الحال بوضوحي،من يصدقني اذا قلت الفراق بلا سبب؟🎶🖤🖤.,0,0,1,0
عارف اما تبقا قاعد كدا و حد يقولك مالك بترد عليه بتنهيدة و تفر من عينك دمعة سخنة بتدل عن حرقة قلبك و بعدها تمسحها و تقول كويس,0,1,1,0
الشتيمه ما الا انها تعبير عن قليل من السخط والضغط اللي جوانا 💔,0,0,1,0
اذا خلصت كل مسلسلاتك وافلامك وما عندك شي تتابعه تحس انك سنقل فعلا 😝 😂 #ضحك #استهبال #افلام #مسلسلات #اضحك #كسل #احباط,0,0,1,0
والله م عايز غير كوباية شاي وبوسة حب ورضا بالحال 🌸 💙,1,0,0,0
#كابوس ثورات الربيع العربي والهزيمة النفسية,0,1,1,0
الصراحة ضاق خلقي من الفعاليات حقت العيال فالعيد فجايه انفس عن غضبي بس مدري وش اقول تففوه عليكم ياعيال باي  #سعوديات_نطلب_اسقاط_الولايه349,0,1,0,0
- اللهم إن نستودعك دعواتنا المتكررة أحلامنا الكثيرة أمانينا المخبأة في قلوبنا راحة بالنا وصفاء ذهننا 💙 💙,1,0,0,0
إنه يعرف جيدا كيف يضع بداخلي شيئا مضطرب لا يهدأ دونه,0,0,1,0
يعني دا يوم يحصل فيه كميه مصايب كدا دا وقته يعني رجليا تتجزع وبيقولي ارتاح ف السرير 😴😴,0,1,1,0
اهتمام الشفقة ده متعب جداً..,0,1,1,0
هتحس بغربة مؤلمة في نفسك ربنا يكفيكم شر الاحساس ده 😊,0,0,1,0
لاضايقك كلامي لاتسكت ❗️ \nمابي عتابي يوجعك ويكون قآسي💔,0,0,1,0
انظر للحياة بعين النحلة الي تبحث عن الأزهار \nلا بعين الذبابة التي بحث عن ......,1,0,0,0
بلدنا بلد خير ومن يعمل فيه يستحق الخير مجرد موافقة وزارية تنهي معاناة من تجرع مرارة الغربة #مطلبنا_حركه_تصحيحيه_شامله2,1,0,0,0
استقبل صباحك بحفاوة وحماس وحب وكأنك في مقابلة لصديق مفضل استقبله مبتسما مشرقا وبعده سيتكفل برسم الفرح فوق وجهك❤☺ #قواعد_البهجه,1,0,0,0
هنا شوارع مكتظة بالفراغ وقلوب لا يملؤها سوى الغربة نوافذ تطل على العدم أمل يغيب مع الصباح وبؤس يشرق مع كل شوق للوطن #غربة_وطن,0,1,1,0
افرح بالقليل واشكر الله عليه ومايزدري نعم الله الا جاحد لانظن ان اهل الكثير اكثر سعادة منك بل انت اسعد منهم ببساطة نفسك وتألق افكارك ومنطقك,1,0,0,0
واخد الدوري بدري وراايق وغيري تعبان و مضايق 😎 💪 -- أحتفل بالانتصار,1,0,0,0
الموت المفاجئ كتر اووى بشوف كل يوم ولاد وبنات فى عز شبابهم بيموتوا فاجئة ربنا يحسن ختماتنا 😰,0,0,1,0
ورغم علمى أنه خير ولكنى حزين يا الله و وحيد ليس لقله من حولى ولكن لفقدان من يشعر بما أشعر فأنا هنا فى قاع خوفى وحدى أخبرك أنى أثق بك فأحمينى,0,0,1,0
عندي زهايمر لاي شي بدي اتذكره \nبس في مواقف و اشخاص معينين ما بينتسوا ولا بيروحوا من البال\n#سعادة #حزن #فراق #لقاء,0,0,1,0
لعبة البرلمان 👈 متعة 😄,0,1,0,0
كل سنه وكل حبايبي بخير وسعاده😍\nويارب تكون ايام جميله علينا كلنا ونكون الي الله اقرب 😍❤️\nرمضااااااااااااااااان كريم 😉💐🌹,1,0,0,0
الي يجيك ويقول المواطن منسي 👊🏻😡 وش منسي منه،..وقفت على #العلاوه_السنويه بنسيانك..!😠,0,1,0,0
انا ف مرحلة اللي هو مش عاوزة حد يطمن عليا ولا يقلق لو انا غيبت ولا يحملني ذنب ان انا باردة و مش مهتمة ان هما مهتمين الله يرضي عليكوا سيبوني😂,0,1,0,0
هل تشعر بالكتمه أو الم خفيف في الصدر أو الحلق اثناء الجهد و يذهب عند التوقف عن الجهد بدقائق قد تكون إنذار لجلطة القلب- لا تتردد في زيارة د,0,0,1,0
ضميرك لما #يأنبك متكرهش نفسك لأن ده أكبر دليل على #خوفك من ربنا وإن جواك إنسان كويس 🙂,1,1,0,0
